model,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,mkt_home,mkt_draw,mkt_away,odds_source,as_of,p_home,p_draw,p_away
xg-dixon-coles,D1,2025-04-20,St Pauli,Leverkusen,1,1,0.1906,0.2464,0.563,PSCH,2025-04-04,0.1662,0.2558,0.578
ensemble,D1,2025-04-20,St Pauli,Leverkusen,1,1,0.1906,0.2464,0.563,PSCH,2025-04-04,0.1662,0.2558,0.578
dixon-coles,D1,2025-04-20,Augsburg,Ein Frankfurt,0,0,0.3713,0.2812,0.3475,PSCH,2025-04-04,0.3085,0.277,0.4145
elo-poisson,D1,2025-04-20,Augsburg,Ein Frankfurt,0,0,0.3713,0.2812,0.3475,PSCH,2025-04-04,0.3178,0.2439,0.4382
gbm,D1,2025-04-20,Augsburg,Ein Frankfurt,0,0,0.3713,0.2812,0.3475,PSCH,2025-04-04,0.3217,0.3727,0.3056
xg-dixon-coles,D1,2025-04-20,Augsburg,Ein Frankfurt,0,0,0.3713,0.2812,0.3475,PSCH,2025-04-04,0.2959,0.2761,0.428
ensemble,D1,2025-04-20,Augsburg,Ein Frankfurt,0,0,0.3713,0.2812,0.3475,PSCH,2025-04-04,0.2959,0.2761,0.428
dixon-coles,D1,2025-04-20,Dortmund,M'gladbach,3,2,0.7084,0.1642,0.1274,PSCH,2025-04-04,0.5889,0.2078,0.2033
elo-poisson,D1,2025-04-20,Dortmund,M'gladbach,3,2,0.7084,0.1642,0.1274,PSCH,2025-04-04,0.5285,0.225,0.2464
gbm,D1,2025-04-20,Dortmund,M'gladbach,3,2,0.7084,0.1642,0.1274,PSCH,2025-04-04,0.6775,0.1826,0.1399
xg-dixon-coles,D1,2025-04-20,Dortmund,M'gladbach,3,2,0.7084,0.1642,0.1274,PSCH,2025-04-04,0.6063,0.2034,0.1903
ensemble,D1,2025-04-20,Dortmund,M'gladbach,3,2,0.7084,0.1642,0.1274,PSCH,2025-04-04,0.6063,0.2034,0.1903
dixon-coles,D1,2025-04-25,Stuttgart,Heidenheim,0,1,0.6411,0.1992,0.1597,PSCH,2025-04-04,0.6123,0.2193,0.1684
elo-poisson,D1,2025-04-25,Stuttgart,Heidenheim,0,1,0.6411,0.1992,0.1597,PSCH,2025-04-04,0.6491,0.189,0.1618
gbm,D1,2025-04-25,Stuttgart,Heidenheim,0,1,0.6411,0.1992,0.1597,PSCH,2025-04-04,0.4771,0.2828,0.2401
xg-dixon-coles,D1,2025-04-25,Stuttgart,Heidenheim,0,1,0.6411,0.1992,0.1597,PSCH,2025-04-04,0.6485,0.2028,0.1487
ensemble,D1,2025-04-25,Stuttgart,Heidenheim,0,1,0.6411,0.1992,0.1597,PSCH,2025-04-04,0.6485,0.2028,0.1487
dixon-coles,D1,2025-04-26,Holstein Kiel,M'gladbach,4,3,0.3879,0.2542,0.3579,PSCH,2025-04-04,0.2838,0.2297,0.4865
elo-poisson,D1,2025-04-26,Holstein Kiel,M'gladbach,4,3,0.3879,0.2542,0.3579,PSCH,2025-04-04,0.2968,0.2418,0.4614
gbm,D1,2025-04-26,Holstein Kiel,M'gladbach,4,3,0.3879,0.2542,0.3579,PSCH,2025-04-04,0.2935,0.2386,0.468
xg-dixon-coles,D1,2025-04-26,Holstein Kiel,M'gladbach,4,3,0.3879,0.2542,0.3579,PSCH,2025-04-04,0.3236,0.2417,0.4347
ensemble,D1,2025-04-26,Holstein Kiel,M'gladbach,4,3,0.3879,0.2542,0.3579,PSCH,2025-04-04,0.3236,0.2417,0.4347
dixon-coles,D1,2025-04-26,Leverkusen,Augsburg,2,0,0.6504,0.2004,0.1492,PSCH,2025-04-04,0.707,0.1897,0.1033
elo-poisson,D1,2025-04-26,Leverkusen,Augsburg,2,0,0.6504,0.2004,0.1492,PSCH,2025-04-04,0.7566,0.1446,0.0988
gbm,D1,2025-04-26,Leverkusen,Augsburg,2,0,0.6504,0.2004,0.1492,PSCH,2025-04-04,0.7521,0.1599,0.0881
xg-dixon-coles,D1,2025-04-26,Leverkusen,Augsburg,2,0,0.6504,0.2004,0.1492,PSCH,2025-04-04,0.6971,0.2016,0.1013
ensemble,D1,2025-04-26,Leverkusen,Augsburg,2,0,0.6504,0.2004,0.1492,PSCH,2025-04-04,0.6971,0.2016,0.1013
dixon-coles,D1,2025-04-26,Wolfsburg,Freiburg,0,1,0.4102,0.2635,0.3263,PSCH,2025-04-04,0.4533,0.2693,0.2774
elo-poisson,D1,2025-04-26,Wolfsburg,Freiburg,0,1,0.4102,0.2635,0.3263,PSCH,2025-04-04,0.4406,0.2407,0.3187
gbm,D1,2025-04-26,Wolfsburg,Freiburg,0,1,0.4102,0.2635,0.3263,PSCH,2025-04-04,0.4523,0.2314,0.3164
xg-dixon-coles,D1,2025-04-26,Wolfsburg,Freiburg,0,1,0.4102,0.2635,0.3263,PSCH,2025-04-04,0.439,0.2724,0.2886
ensemble,D1,2025-04-26,Wolfsburg,Freiburg,0,1,0.4102,0.2635,0.3263,PSCH,2025-04-04,0.439,0.2724,0.2886
dixon-coles,D1,2025-04-26,Bayern Munich,Mainz,3,0,0.7797,0.1332,0.0872,PSCH,2025-04-04,0.6998,0.1798,0.1204
elo-poisson,D1,2025-04-26,Bayern Munich,Mainz,3,0,0.7797,0.1332,0.0872,PSCH,2025-04-04,0.6479,0.1895,0.1626
gbm,D1,2025-04-26,Bayern Munich,Mainz,3,0,0.7797,0.1332,0.0872,PSCH,2025-04-04,0.7949,0.1239,0.0812
xg-dixon-coles,D1,2025-04-26,Bayern Munich,Mainz,3,0,0.7797,0.1332,0.0872,PSCH,2025-04-04,0.7239,0.1723,0.1037
ensemble,D1,2025-04-26,Bayern Munich,Mainz,3,0,0.7797,0.1332,0.0872,PSCH,2025-04-04,0.7239,0.1723,0.1037
dixon-coles,D1,2025-04-26,Ein Frankfurt,RB Leipzig,4,0,0.472,0.2487,0.2794,PSCH,2025-04-04,0.3485,0.2639,0.3876
elo-poisson,D1,2025-04-26,Ein Frankfurt,RB Leipzig,4,0,0.472,0.2487,0.2794,PSCH,2025-04-04,0.3921,0.2449,0.363
gbm,D1,2025-04-26,Ein Frankfurt,RB Leipzig,4,0,0.472,0.2487,0.2794,PSCH,2025-04-04,0.4081,0.2405,0.3515
xg-dixon-coles,D1,2025-04-26,Ein Frankfurt,RB Leipzig,4,0,0.472,0.2487,0.2794,PSCH,2025-04-04,0.4318,0.2479,0.3203
ensemble,D1,2025-04-26,Ein Frankfurt,RB Leipzig,4,0,0.472,0.2487,0.2794,PSCH,2025-04-04,0.4318,0.2479,0.3203
dixon-coles,D1,2025-04-26,Hoffenheim,Dortmund,2,3,0.2423,0.2381,0.5196,PSCH,2025-04-04,0.2673,0.2266,0.5061
elo-poisson,D1,2025-04-26,Hoffenheim,Dortmund,2,3,0.2423,0.2381,0.5196,PSCH,2025-04-04,0.2914,0.2411,0.4674
gbm,D1,2025-04-26,Hoffenheim,Dortmund,2,3,0.2423,0.2381,0.5196,PSCH,2025-04-04,0.2462,0.1824,0.5714
xg-dixon-coles,D1,2025-04-26,Hoffenheim,Dortmund,2,3,0.2423,0.2381,0.5196,PSCH,2025-04-04,0.2583,0.2301,0.5116
ensemble,D1,2025-04-26,Hoffenheim,Dortmund,2,3,0.2423,0.2381,0.5196,PSCH,2025-04-04,0.2583,0.2301,0.5116
dixon-coles,D1,2025-04-27,Werder Bremen,St Pauli,0,0,0.4788,0.27,0.2512,PSCH,2025-04-04,0.4487,0.285,0.2663
elo-poisson,D1,2025-04-27,Werder Bremen,St Pauli,0,0,0.4788,0.27,0.2512,PSCH,2025-04-04,0.4635,0.2376,0.2989
gbm,D1,2025-04-27,Werder Bremen,St Pauli,0,0,0.4788,0.27,0.2512,PSCH,2025-04-04,0.4274,0.2938,0.2788
xg-dixon-coles,D1,2025-04-27,Werder Bremen,St Pauli,0,0,0.4788,0.27,0.2512,PSCH,2025-04-04,0.4521,0.2818,0.2661
ensemble,D1,2025-04-27,Werder Bremen,St Pauli,0,0,0.4788,0.27,0.2512,PSCH,2025-04-04,0.4521,0.2818,0.2661
dixon-coles,D1,2025-04-27,Bochum,Union Berlin,1,1,0.4056,0.2814,0.313,PSCH,2025-04-04,0.3392,0.3046,0.3562
elo-poisson,D1,2025-04-27,Bochum,Union Berlin,1,1,0.4056,0.2814,0.313,PSCH,2025-04-04,0.3868,0.2451,0.3681
gbm,D1,2025-04-27,Bochum,Union Berlin,1,1,0.4056,0.2814,0.313,PSCH,2025-04-04,0.3579,0.221,0.421
xg-dixon-coles,D1,2025-04-27,Bochum,Union Berlin,1,1,0.4056,0.2814,0.313,PSCH,2025-04-04,0.3606,0.2868,0.3526
ensemble,D1,2025-04-27,Bochum,Union Berlin,1,1,0.4056,0.2814,0.313,PSCH,2025-04-04,0.3606,0.2868,0.3526
dixon-coles,D1,2025-05-02,Heidenheim,Bochum,0,0,0.4039,0.2871,0.309,PSCH,2025-05-02,0.4911,0.2661,0.2428
elo-poisson,D1,2025-05-02,Heidenheim,Bochum,0,0,0.4039,0.2871,0.309,PSCH,2025-05-02,0.4935,0.2332,0.2733
gbm,D1,2025-05-02,Heidenheim,Bochum,0,0,0.4039,0.2871,0.309,PSCH,2025-05-02,0.3856,0.2945,0.3199
xg-dixon-coles,D1,2025-05-02,Heidenheim,Bochum,0,0,0.4039,0.2871,0.309,PSCH,2025-05-02,0.4698,0.2564,0.2738
ensemble,D1,2025-05-02,Heidenheim,Bochum,0,0,0.4039,0.2871,0.309,PSCH,2025-05-02,0.4698,0.2564,0.2738
dixon-coles,D1,2025-05-03,Dortmund,Wolfsburg,4,0,0.7591,0.1435,0.0975,PSCH,2025-05-02,0.5909,0.2133,0.1958
elo-poisson,D1,2025-05-03,Dortmund,Wolfsburg,4,0,0.7591,0.1435,0.0975,PSCH,2025-05-02,0.5715,0.215,0.2135
gbm,D1,2025-05-03,Dortmund,Wolfsburg,4,0,0.7591,0.1435,0.0975,PSCH,2025-05-02,0.6911,0.1745,0.1343
xg-dixon-coles,D1,2025-05-03,Dortmund,Wolfsburg,4,0,0.7591,0.1435,0.0975,PSCH,2025-05-02,0.5959,0.2098,0.1943
ensemble,D1,2025-05-03,Dortmund,Wolfsburg,4,0,0.7591,0.1435,0.0975,PSCH,2025-05-02,0.5959,0.2098,0.1943
dixon-coles,D1,2025-05-03,M'gladbach,Hoffenheim,4,4,0.4287,0.2403,0.331,PSCH,2025-05-02,0.5049,0.2245,0.2706
elo-poisson,D1,2025-05-03,M'gladbach,Hoffenheim,4,4,0.4287,0.2403,0.331,PSCH,2025-05-02,0.4804,0.2355,0.284
gbm,D1,2025-05-03,M'gladbach,Hoffenheim,4,4,0.4287,0.2403,0.331,PSCH,2025-05-02,0.3849,0.3135,0.3016
xg-dixon-coles,D1,2025-05-03,M'gladbach,Hoffenheim,4,4,0.4287,0.2403,0.331,PSCH,2025-05-02,0.4925,0.2272,0.2803
ensemble,D1,2025-05-03,M'gladbach,Hoffenheim,4,4,0.4287,0.2403,0.331,PSCH,2025-05-02,0.4925,0.2272,0.2803
dixon-coles,D1,2025-05-03,RB Leipzig,Bayern Munich,3,3,0.2318,0.2036,0.5646,PSCH,2025-05-02,0.2711,0.2321,0.4967
elo-poisson,D1,2025-05-03,RB Leipzig,Bayern Munich,3,3,0.2318,0.2036,0.5646,PSCH,2025-05-02,0.2951,0.2413,0.4637
gbm,D1,2025-05-03,RB Leipzig,Bayern Munich,3,3,0.2318,0.2036,0.5646,PSCH,2025-05-02,0.235,0.1897,0.5752
xg-dixon-coles,D1,2025-05-03,RB Leipzig,Bayern Munich,3,3,0.2318,0.2036,0.5646,PSCH,2025-05-02,0.1927,0.2103,0.597
ensemble,D1,2025-05-03,RB Leipzig,Bayern Munich,3,3,0.2318,0.2036,0.5646,PSCH,2025-05-02,0.1927,0.2103,0.597
dixon-coles,D1,2025-05-03,St Pauli,Stuttgart,0,1,0.3401,0.2755,0.3844,PSCH,2025-05-02,0.2939,0.2903,0.4158
elo-poisson,D1,2025-05-03,St Pauli,Stuttgart,0,1,0.3401,0.2755,0.3844,PSCH,2025-05-02,0.3199,0.2439,0.4361
gbm,D1,2025-05-03,St Pauli,Stuttgart,0,1,0.3401,0.2755,0.3844,PSCH,2025-05-02,0.3023,0.3125,0.3852
xg-dixon-coles,D1,2025-05-03,St Pauli,Stuttgart,0,1,0.3401,0.2755,0.3844,PSCH,2025-05-02,0.3005,0.2789,0.4206
ensemble,D1,2025-05-03,St Pauli,Stuttgart,0,1,0.3401,0.2755,0.3844,PSCH,2025-05-02,0.3005,0.2789,0.4206
dixon-coles,D1,2025-05-03,Union Berlin,Werder Bremen,2,2,0.2881,0.279,0.4328,PSCH,2025-05-02,0.3757,0.2944,0.3298
elo-poisson,D1,2025-05-03,Union Berlin,Werder Bremen,2,2,0.2881,0.279,0.4328,PSCH,2025-05-02,0.368,0.2457,0.3862
gbm,D1,2025-05-03,Union Berlin,Werder Bremen,2,2,0.2881,0.279,0.4328,PSCH,2025-05-02,0.3448,0.2217,0.4335
xg-dixon-coles,D1,2025-05-03,Union Berlin,Werder Bremen,2,2,0.2881,0.279,0.4328,PSCH,2025-05-02,0.381,0.2865,0.3324
ensemble,D1,2025-05-03,Union Berlin,Werder Bremen,2,2,0.2881,0.279,0.4328,PSCH,2025-05-02,0.381,0.2865,0.3324
dixon-coles,D1,2025-05-04,Augsburg,Holstein Kiel,1,3,0.5425,0.2368,0.2207,PSCH,2025-05-02,0.5131,0.2508,0.2361
elo-poisson,D1,2025-05-04,Augsburg,Holstein Kiel,1,3,0.5425,0.2368,0.2207,PSCH,2025-05-02,0.5572,0.2188,0.224
gbm,D1,2025-05-04,Augsburg,Holstein Kiel,1,3,0.5425,0.2368,0.2207,PSCH,2025-05-02,0.5081,0.2845,0.2075
xg-dixon-coles,D1,2025-05-04,Augsburg,Holstein Kiel,1,3,0.5425,0.2368,0.2207,PSCH,2025-05-02,0.4798,0.267,0.2533
ensemble,D1,2025-05-04,Augsburg,Holstein Kiel,1,3,0.5425,0.2368,0.2207,PSCH,2025-05-02,0.4798,0.267,0.2533
dixon-coles,D1,2025-05-04,Freiburg,Leverkusen,2,2,0.3016,0.2691,0.4292,PSCH,2025-05-02,0.2093,0.2466,0.5441
elo-poisson,D1,2025-05-04,Freiburg,Leverkusen,2,2,0.3016,0.2691,0.4292,PSCH,2025-05-02,0.2063,0.22,0.5737
gbm,D1,2025-05-04,Freiburg,Leverkusen,2,2,0.3016,0.2691,0.4292,PSCH,2025-05-02,0.3331,0.2385,0.4285
xg-dixon-coles,D1,2025-05-04,Freiburg,Leverkusen,2,2,0.3016,0.2691,0.4292,PSCH,2025-05-02,0.2338,0.2558,0.5104
ensemble,D1,2025-05-04,Freiburg,Leverkusen,2,2,0.3016,0.2691,0.4292,PSCH,2025-05-02,0.2338,0.2558,0.5104
dixon-coles,D1,2025-05-04,Mainz,Ein Frankfurt,1,1,0.4099,0.2684,0.3217,PSCH,2025-05-02,0.3686,0.2772,0.3543
elo-poisson,D1,2025-05-04,Mainz,Ein Frankfurt,1,1,0.4099,0.2684,0.3217,PSCH,2025-05-02,0.3784,0.2456,0.376
gbm,D1,2025-05-04,Mainz,Ein Frankfurt,1,1,0.4099,0.2684,0.3217,PSCH,2025-05-02,0.3307,0.251,0.4183
xg-dixon-coles,D1,2025-05-04,Mainz,Ein Frankfurt,1,1,0.4099,0.2684,0.3217,PSCH,2025-05-02,0.3817,0.2619,0.3564
ensemble,D1,2025-05-04,Mainz,Ein Frankfurt,1,1,0.4099,0.2684,0.3217,PSCH,2025-05-02,0.3817,0.2619,0.3564
dixon-coles,D1,2025-05-09,Wolfsburg,Hoffenheim,2,2,0.3263,0.2686,0.4051,PSCH,2025-05-02,0.5012,0.2395,0.2593
elo-poisson,D1,2025-05-09,Wolfsburg,Hoffenheim,2,2,0.3263,0.2686,0.4051,PSCH,2025-05-02,0.4914,0.2336,0.275
gbm,D1,2025-05-09,Wolfsburg,Hoffenheim,2,2,0.3263,0.2686,0.4051,PSCH,2025-05-02,0.4338,0.2902,0.276
xg-dixon-coles,D1,2025-05-09,Wolfsburg,Hoffenheim,2,2,0.3263,0.2686,0.4051,PSCH,2025-05-02,0.5071,0.2386,0.2543
ensemble,D1,2025-05-09,Wolfsburg,Hoffenheim,2,2,0.3263,0.2686,0.4051,PSCH,2025-05-02,0.5071,0.2386,0.2543
dixon-coles,D1,2025-05-10,Werder Bremen,RB Leipzig,0,0,0.4976,0.2321,0.2703,PSCH,2025-05-02,0.2776,0.256,0.4664
elo-poisson,D1,2025-05-10,Werder Bremen,RB Leipzig,0,0,0.4976,0.2321,0.2703,PSCH,2025-05-02,0.3108,0.2431,0.4461
gbm,D1,2025-05-10,Werder Bremen,RB Leipzig,0,0,0.4976,0.2321,0.2703,PSCH,2025-05-02,0.3749,0.2531,0.3721
xg-dixon-coles,D1,2025-05-10,Werder Bremen,RB Leipzig,0,0,0.4976,0.2321,0.2703,PSCH,2025-05-02,0.3531,0.2564,0.3906
ensemble,D1,2025-05-10,Werder Bremen,RB Leipzig,0,0,0.4976,0.2321,0.2703,PSCH,2025-05-02,0.3531,0.2564,0.3906
dixon-coles,D1,2025-05-10,Bayern Munich,M'gladbach,2,0,0.841,0.1009,0.0581,PSCH,2025-05-02,0.7933,0.1244,0.0823
elo-poisson,D1,2025-05-10,Bayern Munich,M'gladbach,2,0,0.841,0.1009,0.0581,PSCH,2025-05-02,0.75,0.1486,0.1014
gbm,D1,2025-05-10,Bayern Munich,M'gladbach,2,0,0.841,0.1009,0.0581,PSCH,2025-05-02,0.7587,0.1488,0.0925
xg-dixon-coles,D1,2025-05-10,Bayern Munich,M'gladbach,2,0,0.841,0.1009,0.0581,PSCH,2025-05-02,0.8331,0.1066,0.0603
ensemble,D1,2025-05-10,Bayern Munich,M'gladbach,2,0,0.841,0.1009,0.0581,PSCH,2025-05-02,0.8331,0.1066,0.0603
dixon-coles,D1,2025-05-10,Union Berlin,Heidenheim,0,3,0.4607,0.2723,0.267,PSCH,2025-05-02,0.4363,0.2999,0.2638
elo-poisson,D1,2025-05-10,Union Berlin,Heidenheim,0,3,0.4607,0.2723,0.267,PSCH,2025-05-02,0.472,0.2369,0.2911
gbm,D1,2025-05-10,Union Berlin,Heidenheim,0,3,0.4607,0.2723,0.267,PSCH,2025-05-02,0.4469,0.3024,0.2507
xg-dixon-coles,D1,2025-05-10,Union Berlin,Heidenheim,0,3,0.4607,0.2723,0.267,PSCH,2025-05-02,0.4649,0.2852,0.2499
ensemble,D1,2025-05-10,Union Berlin,Heidenheim,0,3,0.4607,0.2723,0.267,PSCH,2025-05-02,0.4649,0.2852,0.2499
dixon-coles,D1,2025-05-10,Holstein Kiel,Freiburg,1,2,0.2708,0.2525,0.4766,PSCH,2025-05-02,0.3061,0.2485,0.4453
elo-poisson,D1,2025-05-10,Holstein Kiel,Freiburg,1,2,0.2708,0.2525,0.4766,PSCH,2025-05-02,0.2866,0.24,0.4734
gbm,D1,2025-05-10,Holstein Kiel,Freiburg,1,2,0.2708,0.2525,0.4766,PSCH,2025-05-02,0.2915,0.2997,0.4088
xg-dixon-coles,D1,2025-05-10,Holstein Kiel,Freiburg,1,2,0.2708,0.2525,0.4766,PSCH,2025-05-02,0.3148,0.2509,0.4343
ensemble,D1,2025-05-10,Holstein Kiel,Freiburg,1,2,0.2708,0.2525,0.4766,PSCH,2025-05-02,0.3148,0.2509,0.4343
dixon-coles,D1,2025-05-10,Bochum,Mainz,1,4,0.308,0.2496,0.4424,PSCH,2025-05-02,0.2415,0.2722,0.4864
elo-poisson,D1,2025-05-10,Bochum,Mainz,1,4,0.308,0.2496,0.4424,PSCH,2025-05-02,0.2498,0.2329,0.5172
gbm,D1,2025-05-10,Bochum,Mainz,1,4,0.308,0.2496,0.4424,PSCH,2025-05-02,0.3124,0.226,0.4616
xg-dixon-coles,D1,2025-05-10,Bochum,Mainz,1,4,0.308,0.2496,0.4424,PSCH,2025-05-02,0.2609,0.256,0.4832
ensemble,D1,2025-05-10,Bochum,Mainz,1,4,0.308,0.2496,0.4424,PSCH,2025-05-02,0.2609,0.256,0.4832
dixon-coles,D1,2025-05-11,Stuttgart,Augsburg,4,0,0.6321,0.2023,0.1656,PSCH,2025-05-02,0.5488,0.2485,0.2027
elo-poisson,D1,2025-05-11,Stuttgart,Augsburg,4,0,0.6321,0.2023,0.1656,PSCH,2025-05-02,0.5396,0.2233,0.2371
gbm,D1,2025-05-11,Stuttgart,Augsburg,4,0,0.6321,0.2023,0.1656,PSCH,2025-05-02,0.6661,0.1439,0.1899
xg-dixon-coles,D1,2025-05-11,Stuttgart,Augsburg,4,0,0.6321,0.2023,0.1656,PSCH,2025-05-02,0.5712,0.2423,0.1865
ensemble,D1,2025-05-11,Stuttgart,Augsburg,4,0,0.6321,0.2023,0.1656,PSCH,2025-05-02,0.5712,0.2423,0.1865
dixon-coles,D1,2025-05-11,Ein Frankfurt,St Pauli,2,2,0.6165,0.223,0.1605,PSCH,2025-05-02,0.5455,0.2665,0.188
elo-poisson,D1,2025-05-11,Ein Frankfurt,St Pauli,2,2,0.6165,0.223,0.1605,PSCH,2025-05-02,0.611,0.2031,0.1859
gbm,D1,2025-05-11,Ein Frankfurt,St Pauli,2,2,0.6165,0.223,0.1605,PSCH,2025-05-02,0.6433,0.1857,0.171
xg-dixon-coles,D1,2025-05-11,Ein Frankfurt,St Pauli,2,2,0.6165,0.223,0.1605,PSCH,2025-05-02,0.5534,0.2532,0.1934
ensemble,D1,2025-05-11,Ein Frankfurt,St Pauli,2,2,0.6165,0.223,0.1605,PSCH,2025-05-02,0.5534,0.2532,0.1934
dixon-coles,D1,2025-05-11,Leverkusen,Dortmund,2,4,0.3757,0.2501,0.3742,PSCH,2025-05-02,0.5569,0.2226,0.2204
elo-poisson,D1,2025-05-11,Leverkusen,Dortmund,2,4,0.3757,0.2501,0.3742,PSCH,2025-05-02,0.6201,0.2001,0.1797
gbm,D1,2025-05-11,Leverkusen,Dortmund,2,4,0.3757,0.2501,0.3742,PSCH,2025-05-02,0.4777,0.294,0.2283
xg-dixon-coles,D1,2025-05-11,Leverkusen,Dortmund,2,4,0.3757,0.2501,0.3742,PSCH,2025-05-02,0.5447,0.2285,0.2268
ensemble,D1,2025-05-11,Leverkusen,Dortmund,2,4,0.3757,0.2501,0.3742,PSCH,2025-05-02,0.5447,0.2285,0.2268
dixon-coles,D1,2025-05-17,St Pauli,Bochum,0,2,0.5508,0.237,0.2121,PSCH,2025-05-02,0.5013,0.2879,0.2108
elo-poisson,D1,2025-05-17,St Pauli,Bochum,0,2,0.5508,0.237,0.2121,PSCH,2025-05-02,0.5475,0.2213,0.2312
gbm,D1,2025-05-17,St Pauli,Bochum,0,2,0.5508,0.237,0.2121,PSCH,2025-05-02,0.486,0.2882,0.2258
xg-dixon-coles,D1,2025-05-17,St Pauli,Bochum,0,2,0.5508,0.237,0.2121,PSCH,2025-05-02,0.511,0.2696,0.2194
ensemble,D1,2025-05-17,St Pauli,Bochum,0,2,0.5508,0.237,0.2121,PSCH,2025-05-02,0.511,0.2696,0.2194
dixon-coles,D1,2025-05-17,RB Leipzig,Stuttgart,2,3,0.509,0.221,0.2701,PSCH,2025-05-02,0.5069,0.242,0.2511
elo-poisson,D1,2025-05-17,RB Leipzig,Stuttgart,2,3,0.509,0.221,0.2701,PSCH,2025-05-02,0.5043,0.2311,0.2646
gbm,D1,2025-05-17,RB Leipzig,Stuttgart,2,3,0.509,0.221,0.2701,PSCH,2025-05-02,0.457,0.2652,0.2777
xg-dixon-coles,D1,2025-05-17,RB Leipzig,Stuttgart,2,3,0.509,0.221,0.2701,PSCH,2025-05-02,0.4328,0.243,0.3243
ensemble,D1,2025-05-17,RB Leipzig,Stuttgart,2,3,0.509,0.221,0.2701,PSCH,2025-05-02,0.4328,0.243,0.3243
dixon-coles,D1,2025-05-17,M'gladbach,Wolfsburg,0,1,0.4229,0.2362,0.341,PSCH,2025-05-02,0.4313,0.2487,0.3201
elo-poisson,D1,2025-05-17,M'gladbach,Wolfsburg,0,1,0.4229,0.2362,0.341,PSCH,2025-05-02,0.4293,0.2424,0.3282
gbm,D1,2025-05-17,M'gladbach,Wolfsburg,0,1,0.4229,0.2362,0.341,PSCH,2025-05-02,0.3722,0.3125,0.3152
xg-dixon-coles,D1,2025-05-17,M'gladbach,Wolfsburg,0,1,0.4229,0.2362,0.341,PSCH,2025-05-02,0.4192,0.2453,0.3355
ensemble,D1,2025-05-17,M'gladbach,Wolfsburg,0,1,0.4229,0.2362,0.341,PSCH,2025-05-02,0.4192,0.2453,0.3355
dixon-coles,D1,2025-05-17,Augsburg,Union Berlin,1,2,0.5108,0.263,0.2262,PSCH,2025-05-02,0.4032,0.3175,0.2792
elo-poisson,D1,2025-05-17,Augsburg,Union Berlin,1,2,0.5108,0.263,0.2262,PSCH,2025-05-02,0.49,0.2338,0.2761
gbm,D1,2025-05-17,Augsburg,Union Berlin,1,2,0.5108,0.263,0.2262,PSCH,2025-05-02,0.4989,0.2308,0.2703
xg-dixon-coles,D1,2025-05-17,Augsburg,Union Berlin,1,2,0.5108,0.263,0.2262,PSCH,2025-05-02,0.3894,0.3187,0.2919
ensemble,D1,2025-05-17,Augsburg,Union Berlin,1,2,0.5108,0.263,0.2262,PSCH,2025-05-02,0.3894,0.3187,0.2919
dixon-coles,D1,2025-05-17,Heidenheim,Werder Bremen,1,4,0.3554,0.2583,0.3864,PSCH,2025-05-02,0.3526,0.2727,0.3747
elo-poisson,D1,2025-05-17,Heidenheim,Werder Bremen,1,4,0.3554,0.2583,0.3864,PSCH,2025-05-02,0.3386,0.2451,0.4163
gbm,D1,2025-05-17,Heidenheim,Werder Bremen,1,4,0.3554,0.2583,0.3864,PSCH,2025-05-02,0.3381,0.1759,0.486
xg-dixon-coles,D1,2025-05-17,Heidenheim,Werder Bremen,1,4,0.3554,0.2583,0.3864,PSCH,2025-05-02,0.337,0.2674,0.3956
ensemble,D1,2025-05-17,Heidenheim,Werder Bremen,1,4,0.3554,0.2583,0.3864,PSCH,2025-05-02,0.337,0.2674,0.3956
dixon-coles,D1,2025-05-17,Hoffenheim,Bayern Munich,0,4,0.2141,0.209,0.5769,PSCH,2025-05-02,0.1289,0.1603,0.7109
elo-poisson,D1,2025-05-17,Hoffenheim,Bayern Munich,0,4,0.2141,0.209,0.5769,PSCH,2025-05-02,0.1521,0.1955,0.6525
gbm,D1,2025-05-17,Hoffenheim,Bayern Munich,0,4,0.2141,0.209,0.5769,PSCH,2025-05-02,0.1837,0.1603,0.656
xg-dixon-coles,D1,2025-05-17,Hoffenheim,Bayern Munich,0,4,0.2141,0.209,0.5769,PSCH,2025-05-02,0.1072,0.1544,0.7384
ensemble,D1,2025-05-17,Hoffenheim,Bayern Munich,0,4,0.2141,0.209,0.5769,PSCH,2025-05-02,0.1072,0.1544,0.7384
dixon-coles,D1,2025-05-17,Mainz,Leverkusen,2,2,0.3817,0.2617,0.3566,PSCH,2025-05-02,0.2305,0.2643,0.5052
elo-poisson,D1,2025-05-17,Mainz,Leverkusen,2,2,0.3817,0.2617,0.3566,PSCH,2025-05-02,0.225,0.2263,0.5487
gbm,D1,2025-05-17,Mainz,Leverkusen,2,2,0.3817,0.2617,0.3566,PSCH,2025-05-02,0.2866,0.2457,0.4677
xg-dixon-coles,D1,2025-05-17,Mainz,Leverkusen,2,2,0.3817,0.2617,0.3566,PSCH,2025-05-02,0.2555,0.268,0.4765
ensemble,D1,2025-05-17,Mainz,Leverkusen,2,2,0.3817,0.2617,0.3566,PSCH,2025-05-02,0.2555,0.268,0.4765
dixon-coles,D1,2025-05-17,Dortmund,Holstein Kiel,3,0,0.8544,0.092,0.0536,PSCH,2025-05-02,0.7665,0.1369,0.0966
